year,rank,title,worldwide_gross_usd,is_animated,imdb_id,wikidata_qid,wikidata_url,wikidata_label,wikidata_instance_of,wikidata_genres,wikidata_countries,wikidata_production_companies,wikidata_original_languages,wikidata_join_property,wikidata_query_service_url,wikidata_retrieved,wikidata_license,boxofficemojo_release_group_url,annual_ranking_source_url
2019,12,Ne Zha,725920658,yes,tt10627720,Q65972529,http://www.wikidata.org/entity/Q65972529,Ne Zha,animated film,fantasy film | action film,People's Republic of China,,Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3953807877/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,13,The Wandering Earth,699856699,no,tt7605074,Q57966215,http://www.wikidata.org/entity/Q57966215,The Wandering Earth,film,science fiction film | disaster film | post-apocalyptic film,People's Republic of China,China Film Group Corporation,English | Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2718781957/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,14,How to Train Your Dragon: The Hidden World,521799505,yes,tt2386490,Q22970530,http://www.wikidata.org/entity/Q22970530,How to Train Your Dragon: The Hidden World,animated film,fantasy film | monster film | children's film | medieval film,United States,DreamWorks Animation,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2553172485/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,15,Maleficent: Mistress of Evil,491730089,no,tt4777008,Q54437950,http://www.wikidata.org/entity/Q54437950,Maleficent: Mistress of Evil,film,drama film | fantasy film | action film | adventure film | family film | melodrama | cinematic fairy tale,United States,Walt Disney Pictures | Roth Films,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2536985093/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,16,It: Chapter Two,473093228,no,tt7349950,Q42726338,http://www.wikidata.org/entity/Q42726338,It: Chapter Two,film,horror film | slasher film | LGBTQ-related film | supernatural horror film,United States,New Line Cinema | Warner Bros. Entertainment | Vertigo Entertainment,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3159511557/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,17,"My People, My Country",450064993,no,tt10147382,Q65053995,http://www.wikidata.org/entity/Q65053995,"My People, My Country",film,drama film | anthology film,People's Republic of China,Polybona Films | Huayi Brothers | Beijing Enlight Pictures | Huaxia Film Distribution | Damai Entertainment | Tencent Pictures | Wanda Media | Tianjin Maoyan Weiying Culture Media | Emperor Film Production,Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr902124037/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,18,Pokémon: Detective Pikachu,433305346,no,tt5884052,Q47492499,http://www.wikidata.org/entity/Q47492499,Detective Pikachu,film,fantasy film | comedy film | action film | adventure film | science fiction film | crime film | teen film | urban fantasy | mystery film | family film | action comedy film | live-action/animated film | detective film,Japan | United States,Legendary Pictures | The Pokémon Company,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3275444741/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,19,The Secret Life of Pets 2,431164459,yes,tt5113040,Q28561715,http://www.wikidata.org/entity/Q28561715,The Secret Life of Pets 2,film,comedy film,United States,Universal Pictures | Illumination,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2298958341/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2019,20,The Captain,417863545,no,tt10218664,Q69082264,http://www.wikidata.org/entity/Q69082264,The Captain,film,drama film | disaster film | thriller film,People's Republic of China,Polybona Films | Wanda Media,Standard Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr107893253/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc
2020,1,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,472162520,yes,tt11032374,Q96376192,http://www.wikidata.org/entity/Q96376192,Demon Slayer: Kimetsu no Yaiba the Movie: Mugen Train,anime film,action film | dark fantasy | anime film,Japan,Ufotable,Japanese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2409976325/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,2,The Eight Hundred,461421559,no,tt7294150,Q64854696,http://www.wikidata.org/entity/Q64854696,The Eight Hundred,film,drama film | action film | war film | historical film,People's Republic of China,Huayi Brothers | Damai Entertainment | Tencent Pictures | Beijing Enlight Media,English | Japanese | Mandarin,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr832590341/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,3,Bad Boys for Life,426505244,no,tt1502397,Q29021224,http://www.wikidata.org/entity/Q29021224,Bad Boys for Life,film,comedy film | action film | crime film | buddy cop film,United States | Mexico,Columbia Pictures | Overbrook Entertainment | Q17305144,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3944174085/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,4,"My People, My Homeland",422390820,no,tt12363162,Q97300316,http://www.wikidata.org/entity/Q97300316,"My People, My Homeland",film,comedy film | anthology film,People's Republic of China,,Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1571181061/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,5,Tenet,365304105,no,tt6723592,Q63985561,http://www.wikidata.org/entity/Q63985561,Tenet,film,action film | science fiction film | spy film | thriller film | time-travel film,United States | United Kingdom,Warner Bros. Entertainment | Syncopy Inc. | Q65557474,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr418796037/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,6,Sonic the Hedgehog,319715683,no,tt3794354,Q29906232,http://www.wikidata.org/entity/Q29906232,Sonic the Hedgehog,film,fantasy film | comedy film | action film | adventure film | science fiction film | family film,Japan | United States,Sega | Paramount Pictures | Original Film | Blur Studio | Marza Animation Planet | Story Kitchen,English | Japanese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2707509765/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,7,Dolittle,251410631,no,tt6673612,Q38689704,http://www.wikidata.org/entity/Q38689704,Dolittle,film,fantasy film | comedy film | adventure film | family film,United States,Universal Pictures | Team Downey,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr888885765/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,8,Jiang Ziya,240646355,yes,tt11177804,Q76780267,http://www.wikidata.org/entity/Q76780267,Jiang Ziya,animated film,fantasy film | action film | animated film | adventure film,People's Republic of China,,Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3786166789/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,9,A Little Red Flower,216000000,no,tt12497408,Q104532857,http://www.wikidata.org/entity/Q104532857,A Little Red Flower,film,family drama film,People's Republic of China,China Film Group Corporation,Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2243580421/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,10,The Croods: A New Age,215905815,yes,tt2850386,Q24832743,http://www.wikidata.org/entity/Q24832743,The Croods: A New Age,animated film,comedy film | adventure film,United States,DreamWorks Animation,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3240120837/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,11,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,205358461,no,tt7713068,Q57177410,http://www.wikidata.org/entity/Q57177410,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,film,action film | adventure film | crime film | superhero film | black comedy film,United States,DC Studios | LuckyChap Entertainment,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1265914373/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,12,Chak dan juen ga 2,198921659,no,tt9597838,Q62597210,http://www.wikidata.org/entity/Q62597210,Shock Wave 2,film,action thriller,Hong Kong,,Cantonese | Mandarin,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2797228549/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,13,Wonder Woman 1984,169601036,no,tt7126948,Q33408623,http://www.wikidata.org/entity/Q33408623,Wonder Woman 1984,film,drama film | fantasy film | action film | adventure film | war film | superhero film,United States,DC Entertainment | DC Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1373065733/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,14,The Sacrifice,161047608,no,tt13000980,Q102967304,http://www.wikidata.org/entity/Q102967304,The Sacrifice,film,,People's Republic of China,,,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2107986437/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,15,The Invisible Man,144492724,no,tt1051906,Q64004122,http://www.wikidata.org/entity/Q64004122,The Invisible Man,film,drama film | horror film | science fiction film | thriller film,United States | Australia,Blumhouse Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3538178565/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,16,Onward,141914643,yes,tt7146812,Q59690895,http://www.wikidata.org/entity/Q59690895,Onward,film | animated film,fantasy film,United States,Pixar | Walt Disney Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr883905029/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,17,Warm Hug,129240236,no,tt13529418,Q97193421,http://www.wikidata.org/entity/Q97193421,Warm Hug,film,romantic comedy film,People's Republic of China,,Standard Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2595901957/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,18,Soul,121903885,yes,tt2948372,Q64744044,http://www.wikidata.org/entity/Q64744044,Soul,animated film,fantasy film | adventure film | comedy drama | ghost film,United States,Pixar | Walt Disney Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2955039237/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,19,The Call of the Wild,111166669,no,tt7504726,Q57982258,http://www.wikidata.org/entity/Q57982258,The Call of the Wild,film,drama film | adventure film | family film,United States,20th Century Studios | 3 Arts Entertainment,French | English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr725766661/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2020,20,Caught in Time,80543319,no,tt9877138,Q105470889,http://www.wikidata.org/entity/Q105470889,Caught in Time,film,,Hong Kong,,,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr967070213/,https://www.boxofficemojo.com/year/world/2020/?sort=rank&sortDir=asc
2021,1,Spider-Man: No Way Home,1910982770,no,tt10872600,Q68934496,http://www.wikidata.org/entity/Q68934496,Spider-Man: No Way Home,film,action film | adventure film | science fiction film | superhero film | technofantasy,United States,Columbia Pictures | Marvel Studios | Pascal Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3957150213/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,2,The Battle at Lake Changjin,902548476,no,tt13462900,Q107273994,http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,film,war film | epic film | historical film | drama fiction,People's Republic of China,"China Film Group Corporation | Polybona Films | Shanghai Film Group | August First Film Studio | China Film Group Co.,Ltd. | Huaxia Film Distribution | Damai Entertainment",English | Mandarin,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3283177989/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,3,"Hi, Mom",822009764,no,tt13364790,Q105221616,http://www.wikidata.org/entity/Q105221616,"Hi, Mom",film,fantasy film | comedy drama,People's Republic of China,New Classics Media | Tianjin Maoyan Weiying Culture Media,Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr565793285/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,4,No Time to Die,774153007,no,tt2382320,Q21534241,http://www.wikidata.org/entity/Q21534241,No Time to Die,film,action film | spy film | thriller film,United States | United Kingdom,Eon Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1812943365/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,5,F9: The Fast Saga,726229501,no,tt5433138,Q29466808,http://www.wikidata.org/entity/Q29466808,F9,film,action film,United States,Universal Pictures | Original Film,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1590448645/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,6,Detective Chinatown 3,686257563,no,tt10370822,Q85877683,http://www.wikidata.org/entity/Q85877683,Detective Chinatown 3,film,comedy film | action film | adventure film,People's Republic of China,Wanda Media,English | Japanese | Standard Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2745979397/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,7,Venom: Let There Be Carnage,506813864,no,tt7097896,Q60498064,http://www.wikidata.org/entity/Q60498064,Venom: Let There Be Carnage,film,action film | superhero film,United States,Columbia Pictures | Marvel Entertainment | Tencent Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2560774661/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,8,Godzilla vs. Kong,470116094,no,tt5034838,Q56307503,http://www.wikidata.org/entity/Q56307503,Godzilla vs. Kong,film,action film | science fiction film | kaiju | thriller film,United States,Warner Bros. Entertainment | Legendary Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3306770949/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,9,Shang-Chi and the Legend of the Ten Rings,432243292,no,tt9376612,Q65768589,http://www.wikidata.org/entity/Q65768589,Shang-Chi and the Legend of the Ten Rings,film,martial arts film | superhero film,United States,Marvel Studios,English | Mandarin,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1414156805/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,10,Sing 2,408702234,yes,tt6467266,Q30933418,http://www.wikidata.org/entity/Q30933418,Sing 2,animated film,comedy film | musical film | family film,United States,Illumination,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3571732997/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,11,Dune: Part One,402127830,no,tt1160419,Q60834962,http://www.wikidata.org/entity/Q60834962,Dune,film,action film | adventure film | science fiction film | speculative fiction film,Canada | Norway | Hungary | United States | Jordan | United Arab Emirates,Legendary Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3833549317/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,12,Eternals,402064899,no,tt9032400,Q23894629,http://www.wikidata.org/entity/Q23894629,Eternals,film,drama film | action film | adventure film | science fiction film | superhero film | speculative fiction film,United States,Marvel Studios | Walt Disney Studios Motion Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1431196165/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,13,Black Widow,379751655,no,tt3480822,Q23894626,http://www.wikidata.org/entity/Q23894626,Black Widow,film,action film | adventure film | science fiction film | superhero film | thriller film,United States,Marvel Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr321081861/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,14,Free Guy,331526598,no,tt6264654,Q38685497,http://www.wikidata.org/entity/Q38685497,Free Guy,film,fantasy film | comedy film | action film | science fiction film,United States,20th Century Studios | 21 Laps Entertainment | TSG Entertainment | Berlanti Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr642011653/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,15,A Quiet Place Part II,297372261,no,tt8332922,Q53911403,http://www.wikidata.org/entity/Q53911403,A Quiet Place: Part II,film,horror film | post-apocalyptic film,United States,Paramount Pictures | Platinum Dunes | Sunday Night Productions,English | American Sign Language,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3159642629/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,16,Encanto,256786742,yes,tt2953050,Q103372692,http://www.wikidata.org/entity/Q103372692,Encanto,animated film,fantasy film | musical film,United States | Colombia,Walt Disney Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2581352965/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,17,Cruella,233503234,no,tt3228774,Q24284363,http://www.wikidata.org/entity/Q24284363,Cruella,film,comedy film | adventure film | crime film,United States | United Kingdom,Walt Disney Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2221298181/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,18,"My Country, My Parents",221831086,no,tt15465312,Q108800348,http://www.wikidata.org/entity/Q108800348,"My Country, My Parents",film,drama film | comedy film | anthology film | science fiction film,People's Republic of China,"China Film Group Co.,Ltd.",Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1488015877/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,19,Jungle Cruise,220889446,no,tt0870154,Q24285605,http://www.wikidata.org/entity/Q24285605,Jungle Cruise,film,fantasy film | comedy film | action film | adventure film,United States,Walt Disney Pictures | Davis Entertainment | Seven Bucks Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2841661957/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2021,20,The Conjuring: The Devil Made Me Do It,206431050,no,tt7069210,Q64145552,http://www.wikidata.org/entity/Q64145552,The Conjuring: The Devil Made Me Do It,film,horror film | mystery film | thriller film | ghost film,United States,New Line Cinema | The Safran Company | Atomic Monster,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3168489989/,https://www.boxofficemojo.com/year/world/2021/?sort=rank&sortDir=asc
2022,1,Avatar: The Way of Water,2320631329,no,tt1630029,Q3604746,http://www.wikidata.org/entity/Q3604746,Avatar: The Way of Water,film,drama film | action film | adventure film | science fiction film | epic film | speculative fiction film,United States,20th Century Studios | Lightstorm Entertainment | TSG Entertainment,English | Na'vi,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1943818757/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,2,Top Gun: Maverick,1495696292,no,tt1745960,Q31202708,http://www.wikidata.org/entity/Q31202708,,film,drama film | action film | adventure film,United States,Paramount Pictures | Skydance Media | Q17305144 | Tencent Pictures | TC Productions | New Republic Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1928614405/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,3,Jurassic World: Dominion,1001978080,no,tt8041270,Q55178974,http://www.wikidata.org/entity/Q55178974,Jurassic World Dominion,film,fantasy film | action film | adventure film | science fiction film | biopunk | thriller film,United States,Amblin Entertainment,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1700221445/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,4,Doctor Strange in the Multiverse of Madness,955775804,no,tt9419884,Q64211112,http://www.wikidata.org/entity/Q64211112,Doctor Strange in the Multiverse of Madness,film,fantasy film | action film | horror film | adventure film | science fiction film | superhero film,United States,Marvel Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr535450117/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,5,Minions: The Rise of Gru,940482695,yes,tt5113044,Q60997779,http://www.wikidata.org/entity/Q60997779,Minions: The Rise of Gru,film | animated film,comedy film | action film | family film,United States,Universal Pictures | Illumination,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr101863941/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,6,Black Panther: Wakanda Forever,859208836,no,tt9114286,Q54860489,http://www.wikidata.org/entity/Q54860489,Black Panther: Wakanda Forever,film,action film,United States,Marvel Studios,Spanish | English | Mayan | Wakandan,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1340101125/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,7,The Batman,772245583,no,tt1877830,Q61117344,http://www.wikidata.org/entity/Q61117344,The Batman,film,drama film | action film | crime film | superhero film | thriller film | detective film,United States,Warner Bros. Pictures | DC Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2204258821/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,8,Thor: Love and Thunder,760928081,no,tt10648342,Q65768604,http://www.wikidata.org/entity/Q65768604,Thor: Love and Thunder,film,action film | adventure film | science fiction film | superhero film,United States,,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr4235022853/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,9,Water Gate Bridge,626571697,no,tt16194408,Q110795632,http://www.wikidata.org/entity/Q110795632,The Battle at Lake Changjin II,film,war film | epic film | action fiction,People's Republic of China,Shanghai Film Group | August First Film Studio | Huaxia Film Distribution | Damai Entertainment,English | Mandarin | Standard Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1505055237/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,10,Puss in Boots: The Last Wish,480466413,yes,tt3915174,Q31271384,http://www.wikidata.org/entity/Q31271384,Puss in Boots: The Last Wish,animated film,fantasy film | comedy film | action film | adventure film | musical film | family film | cinematic fairy tale | thriller film,United States,Universal Pictures | DreamWorks Animation,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3300413957/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,11,Moon Man,460237662,no,tt14557302,Q113353851,http://www.wikidata.org/entity/Q113353851,Moon Man,film,comedy film | science fiction film,People's Republic of China,,,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr915165701/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,12,Fantastic Beasts: The Secrets of Dumbledore,407150844,no,tt4123432,Q18199332,http://www.wikidata.org/entity/Q18199332,Fantastic Beasts: The Secrets of Dumbledore,film,drama film | fantasy film | adventure film | family film,United States | United Kingdom,Warner Bros. Entertainment | Heyday Films,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1221480965/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,13,Uncharted,407141258,no,tt1464335,Q67171881,http://www.wikidata.org/entity/Q67171881,Uncharted,film,action film | adventure film,United States,,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3224261125/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
2022,14,Sonic the Hedgehog 2,405421518,no,tt12412888,Q105970894,http://www.wikidata.org/entity/Q105970894,Sonic the Hedgehog 2,film,comedy film | action film | adventure film | science fiction film | live-action/animated film,United States,Paramount Pictures | Original Film | Blur Studio | Marza Animation Planet,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr614552069/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc
